time,tem,heating rate,,,
min,K,K/min,,,
12.8,427.04,33.3625,99.30486594,0,Training
12.81666667,427.19,33.33081925,99.30486594,0,Training
12.83333333,427.37,33.30155844,99.30486594,0,Validation
12.85,427.53,33.27081712,99.30486594,0,Training
12.86666667,427.69,33.24015544,99.30486594,0,Test
12.88333333,427.87,33.21112549,99.30486594,0,Training
12.9,428.03,33.18062016,99.30486594,0,Training
12.91666667,428.2,33.15096774,99.30486594,0,Training
12.93333333,428.38,33.12216495,99.30486594,0,Training
12.95,428.54,33.09189189,99.30486594,0,Training
12.96666667,428.71,33.06246787,99.30486594,0,Training
12.98333333,428.88,33.03311938,99.30486594,0,Training
13,429.04,33.00307692,99.30486594,0,Training
13.01666667,429.23,32.97541613,99.30486594,0,Training
13.03333333,429.37,32.94398977,99.30486594,0,Validation
13.05,429.56,32.9164751,99.30486594,0,Test
13.06666667,429.73,32.8875,99.30486594,0,Training
13.08333333,429.87,32.85630573,99.30486594,0,Training
13.1,430.08,32.83053435,99.30486594,0,Training
13.11666667,430.21,32.79872935,99.30486594,0,Training
13.13333333,430.41,32.77233503,99.30486594,0,Training
13.15,430.56,32.74220532,99.30486594,0.00082754,Training
13.16666667,430.72,32.71291139,99.30486594,0.00082754,Training
13.18333333,430.92,32.68672566,99.30486594,0.00082754,Training
13.2,431.05,32.65530303,99.30486594,0.00082754,Training
13.21666667,431.25,32.62925599,99.30486594,0.00082754,Training
13.23333333,431.39,32.59874055,99.30486594,0.00082754,Training
13.25,431.57,32.57132075,99.30486594,0.00082754,Validation
13.26666667,431.75,32.54396985,99.30486594,0.00082754,Training
13.28333333,431.89,32.51367629,99.30486594,0.00082754,Test
13.3,432.08,32.48721805,99.30486594,0.00082754,Training
13.31666667,432.23,32.45782228,99.30486594,0.00082754,Training
13.33333333,432.4,32.43,99.30486594,0.00082754,Training
13.35,432.57,32.40224719,99.30486594,0.00082754,Training
13.36666667,432.74,32.37456359,99.30486594,0.00082754,Test
13.38333333,432.91,32.34694894,99.30486594,0.00082754,Training
13.4,433.08,32.31940299,99.30486594,0.00082754,Training
13.41666667,433.23,32.29043478,99.30486594,0.00082754,Training
13.43333333,433.41,32.26377171,99.30486594,0.00082754,Training
13.45,433.58,32.23643123,99.30486594,0.00082754,Training
13.46666667,433.73,32.20767327,99.30486594,0.00082754,Validation
13.48333333,433.93,32.18269468,99.30486594,0.00082754,Training
13.5,434.06,32.15259259,99.30486594,0.00082754,Training
13.51666667,434.26,32.12774353,99.30486594,0.00082754,Training
13.53333333,434.41,32.09926108,99.30486594,0.00082754,Training
13.55,434.58,32.07232472,99.30486594,0.00082754,Test
13.56666667,434.77,32.04692875,99.30486594,0.00082754,Training
13.58333333,434.9,32.01717791,99.30486594,0.00082754,Training
13.6,435.11,31.99338235,99.30486594,0.00082754,Training
13.61666667,435.24,31.96376989,99.30486594,0.00082754,Training
13.63333333,435.42,31.93789731,99.30486594,0.00082754,Validation
13.65,435.6,31.91208791,99.30486594,0.00082754,Training
13.66666667,435.74,31.88341463,99.30486594,0.00082754,Test
13.68333333,435.95,31.85992692,99.30486594,0.00082754,Training
13.7,436.08,31.83065693,99.30486594,0.00082754,Training
13.71666667,436.27,31.80583232,99.30486594,0.00082754,Training
13.73333333,436.43,31.7788835,99.30486594,0.00082754,Training
13.75,436.59,31.752,99.30486594,0.00082754,Training
13.76666667,436.78,31.72736077,99.30486594,0.00082754,Training
13.78333333,436.93,31.69987908,99.30486594,0.00082754,Training
13.8,437.1,31.67391304,99.30486594,0.00082754,Validation
13.81666667,437.27,31.64800965,99.30486594,0.00082754,Training
13.83333333,437.43,31.62144578,99.30486594,0.00082754,Training
13.85,437.61,31.59638989,99.30486594,0.00082754,Validation
13.86666667,437.78,31.57067308,99.30486594,0.00082754,Test
13.88333333,437.93,31.54357743,99.30486594,0.00082754,Training
13.9,438.12,31.51942446,99.30486594,0.00082754,Training
13.91666667,438.27,31.49245509,99.30486594,0.00082754,Training
13.93333333,438.45,31.46770335,99.30486594,0.00082754,Training
13.95,438.62,31.44229391,99.30486594,0.00082754,Training
13.96666667,438.77,31.41551313,99.30486594,0.00082754,Training
13.98333333,438.97,31.39237187,99.30486594,0.00082754,Training
14,439.11,31.365,99.30486594,0.00082754,Training
14.01666667,439.3,31.3412604,99.30486594,0.00082754,Training
14.03333333,439.46,31.31543943,99.30486594,0.00082754,Training
14.05,439.61,31.28896797,99.30486594,0.00082754,Training
14.06666667,439.81,31.26611374,99.30486594,0.00082754,Training
14.08333333,439.94,31.2383432,99.30486594,0.00082754,Validation
14.1,440.14,31.21560284,99.30486594,0.00082754,Training
14.11666667,440.3,31.19008264,99.30486594,0.00082754,Training
14.13333333,440.46,31.16462264,99.30486594,0.00082754,Training
14.15,440.65,31.14134276,99.25521351,0.000827541,Test
14.16666667,440.79,31.11458824,99.25521351,0.000827541,Training
14.18333333,440.99,31.09212691,99.25521351,0.000827541,Validation
14.2,441.13,31.06549296,99.25521351,0.000827541,Training
14.21666667,441.3,31.04103165,99.25521351,0.000827541,Training
14.23333333,441.48,31.01733021,99.25521351,0.000827541,Training
14.25,441.63,30.99157895,99.25521351,0.000827541,Training
14.26666667,441.81,30.96799065,99.25521351,0.000827541,Training
14.28333333,441.97,30.94305718,99.25521351,0.000827541,Test
14.3,442.14,30.91888112,99.25521351,0.000827541,Training
14.31666667,442.32,30.89545984,99.25521351,0.000827541,Training
14.33333333,442.48,30.87069767,99.25521351,0.000827541,Training
14.35,442.65,30.8466899,99.25521351,0.000827541,Training
14.36666667,442.82,30.82273782,99.25521351,0.000827541,Training
14.38333333,442.97,30.79745075,99.25521351,0.000827541,Test
14.4,443.16,30.775,99.25521351,0.000827541,Training
14.41666667,443.32,30.75052023,99.25521351,0.000827541,Training
14.43333333,443.47,30.72540416,99.25521351,0.000827541,Training
14.45,443.66,30.70311419,99.25521351,0.000827541,Validation
14.46666667,443.8,30.67741935,99.25521351,0.000827541,Training
14.48333333,444,30.65592635,99.25521351,0.000827541,Training
14.5,444.15,30.63103448,99.25521351,0.000827541,Training
14.51666667,444.32,30.6075775,99.25521351,0.000827541,Training
14.53333333,444.51,30.58555046,99.25521351,0.000827541,Training
14.55,444.64,30.55945017,99.25521351,0.000827541,Training
14.56666667,444.85,30.5389016,99.25521351,0.000827541,Test
14.58333333,444.98,30.51291429,99.25521351,0.000827541,Training
14.6,445.17,30.49109589,99.25521351,0.000827541,Training
14.61666667,445.34,30.46795895,99.25521351,0.000827541,Training
14.63333333,445.48,30.4428246,99.25521351,0.000827541,Validation
14.65,445.69,30.4225256,99.25521351,0.000827541,Training
14.66666667,445.83,30.3975,99.25521351,0.000827541,Training
14.68333333,446.01,30.37525539,99.25521351,0.000827541,Training
14.7,446.18,30.35238095,99.25521351,0.000827541,Validation
14.71666667,446.34,30.32887882,99.25521351,0.000827541,Training
14.73333333,446.53,30.30746606,99.25521351,0.000827541,Training
14.75,446.68,30.28338983,99.25521351,0.000827541,Training
14.76666667,446.86,30.26139955,99.25521351,0.000827541,Training
14.78333333,447.02,30.23810598,99.25521351,0.000827541,Training
14.8,447.18,30.21486486,99.25521351,0.000827541,Training
14.81666667,447.36,30.19302587,99.25521351,0.000827541,Test
14.83333333,447.53,30.1705618,99.25521351,0.000827541,Training
14.85,447.69,30.14747475,99.25521351,0.000827541,Training
14.86666667,447.87,30.12578475,99.25521351,0.000827541,Training
14.88333333,448.03,30.10279955,99.25521351,0.000827541,Validation
14.9,448.21,30.08120805,99.25521351,0.000827541,Training
14.91666667,448.38,30.05899441,99.25521351,0.000827541,Test
14.93333333,448.52,30.03482143,99.25521351,0.000827541,Training
14.95,448.73,30.01538462,99.25521351,0.000827541,Training
14.96666667,448.86,29.99064588,99.25521351,0.000827541,Training
14.98333333,449.05,29.96996663,99.25521351,0.000827541,Training
15,449.21,29.94733333,99.25521351,0.000827541,Training
15.01666667,449.37,29.92475028,99.25521351,0.000827541,Validation
15.03333333,449.57,29.90487805,99.25521351,0.000827541,Training
15.05,449.7,29.88039867,99.25521351,0.000827541,Training
15.06666667,449.9,29.86061947,99.25521351,0.000827541,Training
15.08333333,450.05,29.83756906,99.25521351,0.000827541,Training
15.1,450.21,29.81523179,99.25521351,0.000827541,Training
15.11666667,450.41,29.79558986,99.25521351,0.000827541,Training
15.13333333,450.54,29.77136564,99.25521351,0.000827541,Training
15.15,450.74,29.75181518,99.20556107,0,Test
15.16666667,450.89,29.72901099,99.20556107,0,Test
15.18333333,451.06,29.70757409,99.20556107,0,Validation
15.2,451.23,29.68618421,99.20556107,0,Training
15.21666667,451.39,29.66418401,99.20556107,0,Training
15.23333333,451.57,29.64354486,99.20556107,0,Training
15.25,451.73,29.62163934,99.20556107,0,Training
15.26666667,451.9,29.60043668,99.20556107,0,Training
15.28333333,452.07,29.57928026,99.20556107,0,Training
15.3,452.24,29.55816993,99.20556107,0,Training
15.31666667,452.4,29.53645267,99.20556107,0,Training
15.33333333,452.58,29.51608696,99.20556107,0,Training
15.35,452.72,29.49315961,99.20556107,0,Training
15.36666667,452.92,29.47418655,99.20556107,0,Test
15.38333333,453.07,29.45200433,99.20556107,0,Training
15.4,453.23,29.43051948,99.20556107,0,Training
15.41666667,453.42,29.41102703,99.20556107,0,Training
15.43333333,453.56,29.38833693,99.20556107,0,Training
15.45,453.77,29.37022654,99.20556107,0,Training
15.46666667,453.91,29.34762931,99.20556107,0,Validation
15.48333333,454.08,29.3270183,99.20556107,0,Training
15.5,454.26,29.30709677,99.20556107,0,Training
15.51666667,454.4,29.28464017,99.20556107,0,Training
15.53333333,454.61,29.2667382,99.20556107,0,Training
15.55,454.74,29.2437299,99.20556107,0,Training
15.56666667,454.93,29.22462527,99.20556107,0,Training
15.58333333,455.09,29.20363636,99.20556107,0,Validation
15.6,455.24,29.18205128,99.20556107,0,Test
15.61666667,455.44,29.16371398,99.20556107,0,Training
15.63333333,455.58,29.14157783,99.20556107,0,Training
15.65,455.77,29.12268371,99.20556107,0,Training
15.66666667,455.93,29.10191489,99.20556107,0,Training
15.68333333,456.1,29.08182784,99.20556107,0,Training
15.7,456.28,29.06242038,99.20556107,0,Training
15.71666667,456.44,29.04178155,99.20556107,0,Training
15.73333333,456.6,29.02118644,99.20556107,0,Training
15.75,456.77,29.00126984,99.20556107,0,Validation
15.76666667,456.94,28.98139535,99.20556107,0,Training
15.78333333,457.11,28.96156283,99.20556107,0,Training
15.8,457.29,28.94240506,99.20556107,0,Test
15.81666667,457.43,28.92075869,99.20556107,0,Training
15.83333333,457.63,28.90294737,99.20556107,0,Training
15.85,457.78,28.88201893,99.20556107,0,Training
15.86666667,457.96,28.86302521,99.20556107,0,Validation
15.88333333,458.13,28.84344176,99.20556107,0.00082754,Test
15.9,458.28,28.82264151,99.20556107,0.00082754,Training
15.91666667,458.48,28.80502618,99.20556107,0.00082754,Training
15.93333333,458.61,28.78305439,99.20556107,0.00082754,Training
15.95,458.81,28.76551724,99.20556107,0.00082754,Training
15.96666667,458.97,28.74551148,99.20556107,0.00082754,Training
15.98333333,459.12,28.72492179,99.20556107,0.00082754,Training
16,459.32,28.7075,99.20556107,0.00082754,Training
16.01666667,459.45,28.68574402,99.20556107,0.00082754,Test
16.03333333,459.66,28.66902287,99.20556107,0.00082754,Training
16.05,459.8,28.64797508,99.20556107,0.00082754,Training
16.06666667,459.97,28.62883817,99.20556107,0.00082754,Training
16.08333333,460.15,28.61036269,99.20556107,0.00082754,Training
16.1,460.3,28.59006211,99.20556107,0.00082754,Training
16.11666667,460.49,28.57228542,99.20556107,0.00082754,Validation
16.13333333,460.64,28.55206612,99.20556107,0.00082754,Training
16.15,460.81,28.53312693,99.20556107,0.00082754,Training
16.16666667,460.98,28.5142268,99.20556107,0.00082754,Training
16.18333333,461.14,28.49474768,99.20556107,0.00082754,Training
16.2,461.31,28.47592593,99.20556107,0.00082754,Training
16.21666667,461.49,28.45775951,99.20556107,0.00082754,Test
16.23333333,461.65,28.43839836,99.20556107,0.00082754,Training
16.25,461.82,28.41969231,99.20556107,0.00082754,Training
16.26666667,461.98,28.40040984,99.20556107,0.00082754,Validation
16.28333333,462.14,28.38116684,99.20556107,0.00082754,Training
16.3,462.32,28.36319018,99.20556107,0.00082754,Training
16.31666667,462.47,28.34341164,99.20556107,0.00082754,Training
16.33333333,462.66,28.32612245,99.20556107,0.00082754,Training
16.35,462.81,28.30642202,99.20556107,0,Training
16.36666667,462.97,28.28737271,99.20556107,0,Validation
16.38333333,463.16,28.27019329,99.20556107,0,Training
16.4,463.3,28.25,99.20556107,0,Training
16.41666667,463.51,28.23411168,99.20556107,0,Training
16.43333333,463.65,28.21399594,99.20556107,0,Training
16.45,463.82,28.19574468,99.20556107,0,Test
16.46666667,464,28.17813765,99.20556107,0,Training
16.48333333,464.14,28.15813953,99.20556107,0,Training
16.5,464.34,28.14181818,99.20556107,0,Training
16.51666667,464.48,28.12189707,99.20556107,0,Validation
16.53333333,464.66,28.10443548,99.20556107,0,Training
16.55,464.83,28.08640483,99.20556107,0,Training
16.56666667,464.98,28.06720322,99.20556107,0,Test
16.58333333,465.18,28.05105528,99.20556107,0,Training
16.6,465.32,28.0313253,99.20556107,0,Training
16.61666667,465.5,28.01404213,99.20556107,0,Training
16.63333333,465.66,27.99559118,99.20556107,0,Training
16.65,465.83,27.97777778,99.20556107,0,Training
16.66666667,466.01,27.9606,99.20556107,0,Training
16.68333333,466.16,27.94165834,99.20556107,0,Training
16.7,466.33,27.9239521,99.20556107,0,Validation
16.71666667,466.5,27.90628116,99.20556107,0,Training
16.73333333,466.66,27.88804781,99.20556107,0,Training
16.75,466.83,27.87044776,99.20556107,0,Training
16.76666667,467.01,27.85347913,99.20556107,0,Training
16.78333333,467.16,27.8347567,99.20556107,0,Test
16.8,467.35,27.81845238,99.20556107,0,Training
16.81666667,467.49,27.79920714,99.20556107,0,Training
16.83333333,467.68,27.7829703,99.20556107,0,Training
16.85,467.85,27.76557864,99.20556107,0,Training
16.86666667,468,27.74703557,99.20556107,0,Test
16.88333333,468.2,27.73149062,99.15590864,-0.00082754,Training
16.9,468.33,27.71183432,99.15590864,-0.00082754,Training
16.91666667,468.53,27.69635468,99.15590864,-0.00082754,Training
16.93333333,468.68,27.67795276,99.15590864,-0.00082754,Validation
16.95,468.84,27.66017699,99.15590864,-0.00082754,Training
16.96666667,469.04,27.64479371,99.15590864,-0.00082754,Training
16.98333333,469.17,27.62531894,99.15590864,-0.00082754,Training
17,469.37,27.61,99.15590864,-0.00082754,Validation
17.01666667,469.52,27.59177277,99.15590864,-0.00082754,Test
17.03333333,469.69,27.57475538,99.15590864,-0.00082754,Training
17.05,469.87,27.55835777,99.15590864,-0.00082754,Training
17.06666667,470.02,27.54023438,99.15590864,-0.00082754,Training
17.08333333,470.2,27.52390244,99.15590864,-0.00082754,Training
17.1,470.36,27.50643275,99.15590864,-0.00082754,Training
17.11666667,470.52,27.48899708,99.15590864,-0.00082754,Training
17.13333333,470.7,27.47276265,99.15590864,-0.00082754,Training
17.15,470.86,27.45539359,99.15590864,-0.00082754,Training
17.16666667,471.03,27.43864078,99.15590864,0,Test
17.18333333,471.2,27.42192047,99.15590864,0,Training
17.2,471.36,27.40465116,99.15590864,0,Training
17.21666667,471.53,27.38799613,99.15590864,0,Training
17.23333333,471.7,27.37137331,99.15590864,0,Training
17.25,471.85,27.35362319,99.15590864,0,Validation
17.26666667,472.04,27.33822394,99.15590864,0,Training
17.28333333,472.18,27.31996143,99.15590864,0,Training
17.3,472.38,27.30520231,99.15590864,0,Training
17.31666667,472.52,27.28700674,99.15590864,0,Training
17.33333333,472.69,27.27057692,99.15590864,0,Training
17.35,472.88,27.25533141,99.20556107,0.00082754,Training
17.36666667,473.01,27.23666027,99.20556107,0.00082754,Training
17.38333333,473.22,27.22262704,99.20556107,0.00082754,Training
17.4,473.36,27.2045977,99.20556107,0.00082754,Training
17.41666667,473.53,27.18832536,99.20556107,0.00082754,Training
17.43333333,473.71,27.17265774,99.20556107,0.00082754,Validation
17.45,473.85,27.15472779,99.20556107,0.00082754,Training
17.46666667,474.06,27.14083969,99.20556107,0.00082754,Test
17.48333333,474.19,27.12240229,99.20556107,0.00082754,Training
17.5,474.37,27.10685714,99.20556107,0.00082754,Training
17.51666667,474.54,27.09077069,99.20556107,0.00082754,Training
17.53333333,474.7,27.07414449,99.20556107,0.00082754,Test
17.55,474.89,27.05925926,99.20556107,0.00082754,Validation
17.56666667,475.04,27.04212524,99.20556107,0.00082754,Training
17.58333333,475.21,27.02616114,99.20556107,0.00082754,Training
17.6,475.38,27.01022727,99.20556107,0.00082754,Training
17.61666667,475.54,26.99375591,99.20556107,0.00082754,Training
17.63333333,475.72,26.97844991,99.20556107,0.00082754,Training
17.65,475.88,26.96203966,99.20556107,0.00082754,Training
17.66666667,476.04,26.94566038,99.20556107,0.00082754,Training
17.68333333,476.22,26.93044298,99.20556107,0.00082754,Training
17.7,476.38,26.91412429,99.20556107,0.00082754,Training
17.71666667,476.56,26.89896519,99.20556107,0.00082754,Validation
17.73333333,476.73,26.88327068,99.20556107,0.00082754,Training
17.75,476.88,26.86647887,99.20556107,0.00082754,Training
17.76666667,477.08,26.85253283,99.20556107,0.00082754,Training
17.78333333,477.22,26.83523899,99.20556107,0.00082754,Training
17.8,477.41,26.82078652,99.20556107,0.00082754,Test
17.81666667,477.58,26.80523854,99.20556107,0.00082754,Training
17.83333333,477.72,26.78803738,99.20556107,0.00082754,Training
17.85,477.93,26.77478992,99.20556107,0.00082754,Training
17.86666667,478.06,26.75708955,99.20556107,0.00082754,Training
17.88333333,478.26,26.74333644,99.20556107,0.00082754,Training
17.9,478.41,26.72681564,99.20556107,0.00082754,Training
17.91666667,478.57,26.71088372,99.20556107,0.00082754,Training
17.93333333,478.77,26.6972119,99.20556107,0.00082754,Validation
17.95,478.9,26.67966574,99.20556107,0.00082754,Test
17.96666667,479.1,26.66604824,99.20556107,0.00082754,Training
17.98333333,479.25,26.64967563,99.20556107,0.00082754,Training
18,479.42,26.63444444,99.20556107,0.00082754,Training
18.01666667,479.6,26.61979648,99.20556107,0.00082754,Training
18.03333333,479.75,26.60351201,99.20556107,0.00082754,Training
18.05,479.93,26.58891967,99.20556107,0.00082754,Training
18.06666667,480.08,26.57269373,99.20556107,0.00082754,Training
18.08333333,480.26,26.55815668,99.20556107,0.00082754,Validation
18.1,480.43,26.54309392,99.20556107,0.00082754,Training
18.11666667,480.59,26.5275069,99.20556107,0.00082754,Test
18.13333333,480.77,26.51305147,99.20556107,0.00082754,Training
18.15,480.94,26.49807163,99.20556107,0.00082754,Training
18.16666667,481.09,26.48201835,99.15590864,0,Training
18.18333333,481.27,26.46764436,99.15590864,0,Validation
18.2,481.43,26.4521978,99.15590864,0,Training
18.21666667,481.59,26.43677951,99.15590864,0,Training
18.23333333,481.78,26.42303473,99.15590864,0,Training
18.25,481.92,26.40657534,99.15590864,0,Training
18.26666667,482.12,26.39343066,99.15590864,0,Test
18.28333333,482.27,26.37757521,99.15590864,0,Training
18.3,482.43,26.36229508,99.15590864,0,Training
18.31666667,482.62,26.34868062,99.15590864,0,Training
18.33333333,482.76,26.33236364,99.15590864,0,Test
18.35,482.97,26.31989101,99.15590864,0,Validation
18.36666667,483.1,26.3030853,99.15590864,0,Training
18.38333333,483.28,26.28902992,99.15590864,0,Training
18.4,483.45,26.27445652,99.15590864,0,Training
18.41666667,483.6,26.25882353,99.15590864,0,Training
18.43333333,483.8,26.24593128,99.15590864,0,Training
18.45,483.94,26.2298103,99.15590864,0,Training
18.46666667,484.13,26.21642599,99.15590864,0,Training
18.48333333,484.29,26.20144274,99.15590864,0,Training
18.5,484.45,26.18648649,99.15590864,0,Training
18.51666667,484.64,26.17317732,99.15590864,0,Training
18.53333333,484.78,26.15719424,99.15590864,0,Training
18.55,484.97,26.14393531,99.15590864,0,Training
18.56666667,485.13,26.12908438,99.15590864,0,Training
18.58333333,485.29,26.11426009,99.15590864,0,Training
18.6,485.47,26.10053763,99.15590864,0,Test
18.61666667,485.63,26.08576544,99.15590864,0,Training
18.63333333,485.8,26.07155635,99.15590864,0,Training
18.65,485.97,26.05737265,99.15590864,0,Validation
18.66666667,486.13,26.04267857,99.15590864,0,Test
18.68333333,486.31,26.02908118,99.15590864,0,Validation
18.7,486.48,26.01497326,99.15590864,0,Training
18.71666667,486.63,25.99982191,99.15590864,0,Training
18.73333333,486.83,25.98736655,99.15590864,0,Training
18.75,486.97,25.97173333,99.15590864,0,Training
18.76666667,487.16,25.95879218,99.15590864,0,Training
18.78333333,487.31,25.94374445,99.15590864,0,Training
18.8,487.46,25.9287234,99.15590864,0,Training
18.81666667,487.67,25.91691763,99.15590864,0,Training
18.83333333,487.8,25.90088496,99.15590864,0,Training
18.85,488,25.88859416,99.15590864,0,Training
18.86666667,488.15,25.87367491,99.15590864,0,Training
18.88333333,488.32,25.85984113,99.15590864,0,Training
18.9,488.5,25.84656085,99.15590864,0,Test
18.91666667,488.64,25.83118943,99.15590864,0,Training
18.93333333,488.84,25.81901408,99.15590864,0,Training
18.95,488.98,25.80369393,99.15590864,0,Validation
18.96666667,489.16,25.79050967,99.15590864,0,Training
18.98333333,489.34,25.77734855,99.15590864,0,Training
19,489.48,25.76210526,99.15590864,0,Validation
19.01666667,489.67,25.74951797,99.15590864,0,Test
19.03333333,489.82,25.73485114,99.15590864,0,Training
19.05,489.99,25.72125984,99.15590864,0,Training
19.06666667,490.16,25.70769231,99.15590864,0,Training
19.08333333,490.32,25.69362445,99.15590864,0,Training
19.1,490.5,25.68062827,99.15590864,0,Training
19.11666667,490.66,25.66660854,99.15590864,0,Training
19.13333333,490.82,25.65261324,99.15590864,0,Training
19.15,490.99,25.63916449,99.15590864,0,Training
19.16666667,491.16,25.62573913,99.15590864,0,Training
19.18333333,491.32,25.61181581,99.15590864,0,Training
19.2,491.5,25.59895833,99.15590864,0,Training
19.21666667,491.64,25.58404163,99.15590864,0,Training
19.23333333,491.84,25.57227036,99.15590864,0,Test
19.25,491.99,25.55792208,99.15590864,0,Training
19.26666667,492.15,25.54411765,99.15590864,0,Training
19.28333333,492.33,25.53137424,99.15590864,0,Training
19.3,492.47,25.51658031,99.15590864,0,Training
19.31666667,492.68,25.50543572,99.15590864,0,Validation
19.33333333,492.81,25.49017241,99.15590864,0,Training
19.35,492.99,25.47751938,99.15590864,0,Training
19.36666667,493.16,25.46437177,99.15590864,0,Validation
19.38333333,493.3,25.44969905,99.15590864,0,Training
19.4,493.51,25.43865979,99.15590864,0,Training
19.41666667,493.64,25.42351931,99.15590864,0,Test
19.43333333,493.83,25.41149228,99.15590864,0,Training
19.45,493.99,25.39794344,99.15590864,0,Training
19.46666667,494.15,25.38441781,99.15590864,0,Training
19.48333333,494.34,25.37245509,99.15590864,0,Training
19.5,494.48,25.35794872,99.15590864,0,Test
19.51666667,494.66,25.34551665,99.15590864,0,Validation
19.53333333,494.82,25.33208191,99.15590864,0,Training
19.55,494.99,25.31918159,99.15590864,0,Training
19.56666667,495.17,25.30681431,99.15590864,0,Training
19.58333333,495.32,25.29293617,99.15590864,0,Training
19.6,495.5,25.28061224,99.15590864,0,Training
19.61666667,495.67,25.26779949,99.15590864,0,Training
19.63333333,495.82,25.25398981,99.15590864,0,Training
19.65,496,25.24173028,99.15590864,0,Training
19.66666667,496.17,25.22898305,99.15590864,0,Training
19.68333333,496.33,25.21574936,99.15590864,0,Training
19.7,496.52,25.20406091,99.15590864,0,Training
19.71666667,496.66,25.1898563,99.15590864,0,Validation
19.73333333,496.85,25.17820946,99.15590864,0,Training
19.75,497.01,25.16506329,99.15590864,0,Training
19.76666667,497.16,25.15143339,99.15590864,0,Training
19.78333333,497.36,25.14035383,99.15590864,0,Test
19.8,497.49,25.12575758,99.15590864,0,Training
19.81666667,497.69,25.11471825,99.15590864,0,Training
19.83333333,497.84,25.10117647,99.15590864,0,Training
19.85,498,25.08816121,99.15590864,0,Test
19.86666667,498.19,25.07667785,99.15590864,0,Training
19.88333333,498.32,25.06219614,99.15590864,0,Training
19.9,498.53,25.05175879,99.15590864,0,Training
19.91666667,498.67,25.03782427,99.15590864,0,Training
19.93333333,498.85,25.02591973,99.15590864,0,Training
19.95,499.02,25.01353383,99.15590864,0,Training
19.96666667,499.17,25.00016694,99.15590864,0,Training
19.98333333,499.37,24.98932444,99.15590864,0,Validation
20,499.5,24.975,99.15590864,0,Test
20.01666667,499.69,24.96369692,99.15590864,0,Training
20.03333333,499.85,24.95091514,99.15590864,0,Training
20.05,500.01,24.93815461,99.15590864,0,Training
20.06666667,500.19,24.92641196,99.15590864,0,Training
20.08333333,500.35,24.91369295,99.15590864,0,Validation
20.1,500.51,24.90099502,99.15590864,0,Training
20.11666667,500.69,24.88931234,99.15590864,0,Training
20.13333333,500.85,24.87665563,99.15590864,0,Training
20.15,501.02,24.86451613,99.15590864,0,Training
20.16666667,501.2,24.85289256,99.15590864,0,Training
20.18333333,501.35,24.83980182,99.15590864,0,Validation
20.2,501.52,24.82772277,99.15590864,0,Test
20.21666667,501.68,24.815169,99.15590864,0,Training
20.23333333,501.85,24.80313015,99.15590864,0,Training
20.25,502.03,24.79160494,99.15590864,0,Training
20.26666667,502.17,24.778125,99.15590864,0,Training
20.28333333,502.37,24.76762531,99.15590864,0,Training
20.3,502.5,24.75369458,99.15590864,0,Training
20.31666667,502.69,24.74273995,99.15590864,0,Training
20.33333333,502.86,24.73081967,99.15590864,0,Training
20.35,503,24.71744472,99.15590864,0,Training
20.36666667,503.2,24.70703764,99.15590864,0,Validation
20.38333333,503.33,24.69321341,99.15590864,0,Training
20.4,503.53,24.68284314,99.15590864,0,Test
20.41666667,503.68,24.67004082,99.15590864,0,Training
20.43333333,503.84,24.65774878,99.15590864,0,Training
20.45,504.03,24.64694377,99.15590864,0,Training
20.46666667,504.17,24.63371336,99.15590864,0,Training
20.48333333,504.37,24.62343369,99.15590864,0,Training
20.5,504.51,24.6102439,99.15590864,0,Training
20.51666667,504.69,24.59902518,99.15590864,0,Training
20.53333333,504.86,24.58733766,99.15590864,0,Training
20.55,505.02,24.57518248,99.15590864,0,Training
20.56666667,505.2,24.56401945,99.15590864,0,Training
20.58333333,505.36,24.55190283,99.15590864,0,Training
20.6,505.52,24.53980583,99.15590864,0,Training
20.61666667,505.69,24.52821342,99.15590864,0,Test
20.63333333,505.86,24.51663974,99.15590864,0,Validation
20.65,506.02,24.50460048,99.15590864,0,Training
20.66666667,506.2,24.49354839,99.15590864,0,Training
20.68333333,506.34,24.48058018,99.15590864,0,Training
20.7,506.53,24.47004831,99.15590864,0,Training
20.71666667,506.69,24.45808528,99.15590864,0,Training
20.73333333,506.85,24.44614148,99.15590864,0,Training
20.75,507.04,24.43566265,99.15590864,0,Training
20.76666667,507.17,24.4223114,99.15590864,0,Training
20.78333333,507.37,24.41234964,99.15590864,0,Validation
20.8,507.52,24.4,99.15590864,0,Training
20.81666667,507.68,24.38815052,99.15590864,0,Test
20.83333333,507.86,24.37728,99.15590864,0,Training
20.85,508,24.36450839,99.15590864,0,Training
20.86666667,508.21,24.35511182,99.15590864,0,Training
20.88333333,508.34,24.34189944,99.15590864,0,Training
20.9,508.53,24.33157895,99.15590864,0,Validation
20.91666667,508.69,24.31984064,99.15590864,0,Training
20.93333333,508.84,24.30764331,99.15590864,0,Training
20.95,509.04,24.29785203,99.15590864,0,Training
20.96666667,509.17,24.28473768,99.15590864,0,Test
20.98333333,509.36,24.27450357,99.15590864,0.000827541,Training
21,509.52,24.26285714,99.15590864,0.000827541,Training
21.01666667,509.68,24.25122918,99.15590864,0.000827541,Test
21.03333333,509.86,24.24057052,99.15590864,0.000827541,Training
21.05,510.01,24.22850356,99.15590864,0.000827541,Training
21.06666667,510.18,24.21740506,99.15590864,0.000827541,Training
